# ---------------------------------- WARNING ----------------------------------------,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,
# may not have received Director's approval. Any such data values are qualified,,,
# as provisional and are subject to revision. Provisional data are released on the,,,
# condition that neither the USGS nor the United States Government may be held liable,,,
# for any damages resulting from its use.,,,
#,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,
#,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,
#,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,
# retrieved: 2018-09-26 15:59:55 EDT       (sdww02),,,
#,,,
# Data for the following 1 site(s) are contained in this file,,,
"#    USGS 08066500 Trinity Rv at Romayor, TX",,,
# -----------------------------------------------------------------------------------,,,
#,,,
# Data provided for site 08066500,,,
#            TS   parameter     statistic     Description,,,
"#        133980       00060     00003     Discharge, cubic feet per second (Mean)",,,
"#        173616       00060     00001     Discharge, cubic feet per second (Maximum)",,,
"#        173617       00060     00002     Discharge, cubic feet per second (Minimum)",,,
#,,,
# Data-value qualification codes included in this output:,,,
#        ,,,
#     A  Approved for publication -- Processing and review completed.,,,
#     P  Provisional data subject to revision.,,,
#     e  Value has been estimated.,,,
# ,,,
agency_cd,site_no,datetime,133980_00060_00003
USGS,8066500,7/16/1944,878
USGS,8066500,7/17/1944,855
USGS,8066500,7/18/1944,832
USGS,8066500,7/19/1944,788
USGS,8066500,7/20/1944,788
USGS,8066500,7/21/1944,810
USGS,8066500,7/22/1944,1000
USGS,8066500,7/23/1944,1050
USGS,8066500,7/24/1944,1020
USGS,8066500,7/25/1944,925
USGS,8066500,7/26/1944,855
USGS,8066500,7/27/1944,832
USGS,8066500,7/28/1944,788
USGS,8066500,7/29/1944,765
USGS,8066500,7/30/1944,810
USGS,8066500,7/31/1944,1150
USGS,8066500,8/1/1944,1400
USGS,8066500,8/2/1944,1350
USGS,8066500,8/3/1944,1180
USGS,8066500,8/4/1944,1100
USGS,8066500,8/5/1944,975
USGS,8066500,8/6/1944,878
USGS,8066500,8/7/1944,810
USGS,8066500,8/8/1944,742
USGS,8066500,8/9/1944,660
USGS,8066500,8/10/1944,620
USGS,8066500,8/11/1944,600
USGS,8066500,8/12/1944,680
USGS,8066500,8/13/1944,765
USGS,8066500,8/14/1944,640
USGS,8066500,8/15/1944,600
USGS,8066500,8/16/1944,580
USGS,8066500,8/17/1944,560
USGS,8066500,8/18/1944,540
USGS,8066500,8/19/1944,540
USGS,8066500,8/20/1944,540
USGS,8066500,8/21/1944,580
USGS,8066500,8/22/1944,600
USGS,8066500,8/23/1944,600
USGS,8066500,8/24/1944,600
USGS,8066500,8/25/1944,580
USGS,8066500,8/26/1944,580
USGS,8066500,8/27/1944,640
USGS,8066500,8/28/1944,765
USGS,8066500,8/29/1944,832
USGS,8066500,8/30/1944,832
USGS,8066500,8/31/1944,1840
USGS,8066500,9/1/1944,3700
USGS,8066500,9/2/1944,3520
USGS,8066500,9/3/1944,3000
USGS,8066500,9/4/1944,2840
USGS,8066500,9/5/1944,2360
USGS,8066500,9/6/1944,1680
USGS,8066500,9/7/1944,1400
USGS,8066500,9/8/1944,2970
USGS,8066500,9/9/1944,6180
USGS,8066500,9/10/1944,6460
USGS,8066500,9/11/1944,4170
USGS,8066500,9/12/1944,2480
USGS,8066500,9/13/1944,1840
USGS,8066500,9/14/1944,1560
USGS,8066500,9/15/1944,1460
USGS,8066500,9/16/1944,1400
USGS,8066500,9/17/1944,1250
USGS,8066500,9/18/1944,1100
USGS,8066500,9/19/1944,975
USGS,8066500,9/20/1944,878
USGS,8066500,9/21/1944,788
USGS,8066500,9/22/1944,742
USGS,8066500,9/23/1944,700
USGS,8066500,9/24/1944,640
USGS,8066500,9/25/1944,620
USGS,8066500,9/26/1944,600
USGS,8066500,9/27/1944,600
USGS,8066500,9/28/1944,640
USGS,8066500,9/29/1944,640
USGS,8066500,9/30/1944,620
USGS,8066500,10/1/1944,620
USGS,8066500,10/2/1944,600
USGS,8066500,10/3/1944,600
USGS,8066500,10/4/1944,580
USGS,8066500,10/5/1944,560
USGS,8066500,10/6/1944,540
USGS,8066500,10/7/1944,600
USGS,8066500,10/8/1944,788
USGS,8066500,10/9/1944,900
USGS,8066500,10/10/1944,855
USGS,8066500,10/11/1944,742
USGS,8066500,10/12/1944,720
USGS,8066500,10/13/1944,1050
USGS,8066500,10/14/1944,1350
USGS,8066500,10/15/1944,1350
USGS,8066500,10/16/1944,1250
USGS,8066500,10/17/1944,1100
USGS,8066500,10/18/1944,950
USGS,8066500,10/19/1944,832
USGS,8066500,10/20/1944,742
USGS,8066500,10/21/1944,660
USGS,8066500,10/22/1944,600
USGS,8066500,10/23/1944,560
USGS,8066500,10/24/1944,540
USGS,8066500,10/25/1944,520
USGS,8066500,10/26/1944,516
USGS,8066500,10/27/1944,506
USGS,8066500,10/28/1944,492
USGS,8066500,10/29/1944,474
USGS,8066500,10/30/1944,454
USGS,8066500,10/31/1944,454
USGS,8066500,11/1/1944,468
USGS,8066500,11/2/1944,478
USGS,8066500,11/3/1944,506
USGS,8066500,11/4/1944,580
USGS,8066500,11/5/1944,560
USGS,8066500,11/6/1944,540
USGS,8066500,11/7/1944,540
USGS,8066500,11/8/1944,560
USGS,8066500,11/9/1944,560
USGS,8066500,11/10/1944,560
USGS,8066500,11/11/1944,540
USGS,8066500,11/12/1944,513
USGS,8066500,11/13/1944,488
USGS,8066500,11/14/1944,468
USGS,8066500,11/15/1944,468
USGS,8066500,11/16/1944,506
USGS,8066500,11/17/1944,600
USGS,8066500,11/18/1944,660
USGS,8066500,11/19/1944,832
USGS,8066500,11/20/1944,2190
USGS,8066500,11/21/1944,3700
USGS,8066500,11/22/1944,4100
USGS,8066500,11/23/1944,3700
USGS,8066500,11/24/1944,2760
USGS,8066500,11/25/1944,6880
USGS,8066500,11/26/1944,17700
USGS,8066500,11/27/1944,21200
USGS,8066500,11/28/1944,20600
USGS,8066500,11/29/1944,15100
USGS,8066500,11/30/1944,9900
USGS,8066500,12/1/1944,8190
USGS,8066500,12/2/1944,7910
USGS,8066500,12/3/1944,7090
USGS,8066500,12/4/1944,6100
USGS,8066500,12/5/1944,9620
USGS,8066500,12/6/1944,30600
USGS,8066500,12/7/1944,35100
USGS,8066500,12/8/1944,34600
USGS,8066500,12/9/1944,28500
USGS,8066500,12/10/1944,18400
USGS,8066500,12/11/1944,12700
USGS,8066500,12/12/1944,11400
USGS,8066500,12/13/1944,11400
USGS,8066500,12/14/1944,11100
USGS,8066500,12/15/1944,10200
USGS,8066500,12/16/1944,7490
USGS,8066500,12/17/1944,5620
USGS,8066500,12/18/1944,4000
USGS,8066500,12/19/1944,3080
USGS,8066500,12/20/1944,2550
USGS,8066500,12/21/1944,2240
USGS,8066500,12/22/1944,2000
USGS,8066500,12/23/1944,1780
USGS,8066500,12/24/1944,1730
USGS,8066500,12/25/1944,1620
USGS,8066500,12/26/1944,1730
USGS,8066500,12/27/1944,2180
USGS,8066500,12/28/1944,3370
USGS,8066500,12/29/1944,13600
USGS,8066500,12/30/1944,22200
USGS,8066500,12/31/1944,27700
USGS,8066500,1/1/1945,36800
USGS,8066500,1/2/1945,37700
USGS,8066500,1/3/1945,35100
USGS,8066500,1/4/1945,32600
USGS,8066500,1/5/1945,28700
USGS,8066500,1/6/1945,25400
USGS,8066500,1/7/1945,27700
USGS,8066500,1/8/1945,30300
USGS,8066500,1/9/1945,31000
USGS,8066500,1/10/1945,30300
USGS,8066500,1/11/1945,28200
USGS,8066500,1/12/1945,23600
USGS,8066500,1/13/1945,16700
USGS,8066500,1/14/1945,10200
USGS,8066500,1/15/1945,6600
USGS,8066500,1/16/1945,5060
USGS,8066500,1/17/1945,4200
USGS,8066500,1/18/1945,6100
USGS,8066500,1/19/1945,26000
USGS,8066500,1/20/1945,34600
USGS,8066500,1/21/1945,36500
USGS,8066500,1/22/1945,34800
USGS,8066500,1/23/1945,28700
USGS,8066500,1/24/1945,21400
USGS,8066500,1/25/1945,18200
USGS,8066500,1/26/1945,17700
USGS,8066500,1/27/1945,17900
USGS,8066500,1/28/1945,18200
USGS,8066500,1/29/1945,18500
USGS,8066500,1/30/1945,17500
USGS,8066500,1/31/1945,14400
USGS,8066500,2/1/1945,10000
USGS,8066500,2/2/1945,6830
USGS,8066500,2/3/1945,5280
USGS,8066500,2/4/1945,5150
USGS,8066500,2/5/1945,14900
USGS,8066500,2/6/1945,17900
USGS,8066500,2/7/1945,13300
USGS,8066500,2/8/1945,9750
USGS,8066500,2/9/1945,6960
USGS,8066500,2/10/1945,5060
USGS,8066500,2/11/1945,4100
USGS,8066500,2/12/1945,4000
USGS,8066500,2/13/1945,10800
USGS,8066500,2/14/1945,11100
USGS,8066500,2/15/1945,9170
USGS,8066500,2/16/1945,7770
USGS,8066500,2/17/1945,6100
USGS,8066500,2/18/1945,8190
USGS,8066500,2/19/1945,11000
USGS,8066500,2/20/1945,16900
USGS,8066500,2/21/1945,20300
USGS,8066500,2/22/1945,22700
USGS,8066500,2/23/1945,23600
USGS,8066500,2/24/1945,23100
USGS,8066500,2/25/1945,21800
USGS,8066500,2/26/1945,20600
USGS,8066500,2/27/1945,20100
USGS,8066500,2/28/1945,20100
USGS,8066500,3/1/1945,20800
USGS,8066500,3/2/1945,22000
USGS,8066500,3/3/1945,23600
USGS,8066500,3/4/1945,25200
USGS,8066500,3/5/1945,26800
USGS,8066500,3/6/1945,28000
USGS,8066500,3/7/1945,29500
USGS,8066500,3/8/1945,31300
USGS,8066500,3/9/1945,33700
USGS,8066500,3/10/1945,36500
USGS,8066500,3/11/1945,39300
USGS,8066500,3/12/1945,43300
USGS,8066500,3/13/1945,47900
USGS,8066500,3/14/1945,53700
USGS,8066500,3/15/1945,60200
USGS,8066500,3/16/1945,66300
USGS,8066500,3/17/1945,67600
USGS,8066500,3/18/1945,62500
USGS,8066500,3/19/1945,61300
USGS,8066500,3/20/1945,60200
USGS,8066500,3/21/1945,58100
USGS,8066500,3/22/1945,55300
USGS,8066500,3/23/1945,51500
USGS,8066500,3/24/1945,47900
USGS,8066500,3/25/1945,44200
USGS,8066500,3/26/1945,40800
USGS,8066500,3/27/1945,37400
USGS,8066500,3/28/1945,34800
USGS,8066500,3/29/1945,32300
USGS,8066500,3/30/1945,31800
USGS,8066500,3/31/1945,31600
USGS,8066500,4/1/1945,40400
USGS,8066500,4/2/1945,57100
USGS,8066500,4/3/1945,67600
USGS,8066500,4/4/1945,71800
USGS,8066500,4/5/1945,71800
USGS,8066500,4/6/1945,66300
USGS,8066500,4/7/1945,63700
USGS,8066500,4/8/1945,67600
USGS,8066500,4/9/1945,77400
USGS,8066500,4/10/1945,88600
USGS,8066500,4/11/1945,98000
USGS,8066500,4/12/1945,104000
USGS,8066500,4/13/1945,104000
USGS,8066500,4/14/1945,103000
USGS,8066500,4/15/1945,96400
USGS,8066500,4/16/1945,90000
USGS,8066500,4/17/1945,83000
USGS,8066500,4/18/1945,74600
USGS,8066500,4/19/1945,66300
USGS,8066500,4/20/1945,60200
USGS,8066500,4/21/1945,57100
USGS,8066500,4/22/1945,55300
USGS,8066500,4/23/1945,52900
USGS,8066500,4/24/1945,50200
USGS,8066500,4/25/1945,46800
USGS,8066500,4/26/1945,42800
USGS,8066500,4/27/1945,37400
USGS,8066500,4/28/1945,31300
USGS,8066500,4/29/1945,24700
USGS,8066500,4/30/1945,21000
USGS,8066500,5/1/1945,19700
USGS,8066500,5/2/1945,19400
USGS,8066500,5/3/1945,19200
USGS,8066500,5/4/1945,18900
USGS,8066500,5/5/1945,18000
USGS,8066500,5/6/1945,16500
USGS,8066500,5/7/1945,13800
USGS,8066500,5/8/1945,10500
USGS,8066500,5/9/1945,7910
USGS,8066500,5/10/1945,6340
USGS,8066500,5/11/1945,6340
USGS,8066500,5/12/1945,7630
USGS,8066500,5/13/1945,7220
USGS,8066500,5/14/1945,6960
USGS,8066500,5/15/1945,6460
USGS,8066500,5/16/1945,8650
USGS,8066500,5/17/1945,17700
USGS,8066500,5/18/1945,22700
USGS,8066500,5/19/1945,21400
USGS,8066500,5/20/1945,15800
USGS,8066500,5/21/1945,9750
USGS,8066500,5/22/1945,9310
USGS,8066500,5/23/1945,8470
USGS,8066500,5/24/1945,6960
USGS,8066500,5/25/1945,5980
USGS,8066500,5/26/1945,5620
USGS,8066500,5/27/1945,5390
USGS,8066500,5/28/1945,5170
USGS,8066500,5/29/1945,4620
USGS,8066500,5/30/1945,4100
USGS,8066500,5/31/1945,3900
USGS,8066500,6/1/1945,3700
USGS,8066500,6/2/1945,3520
USGS,8066500,6/3/1945,3340
USGS,8066500,6/4/1945,3900
USGS,8066500,6/5/1945,3610
USGS,8066500,6/6/1945,3160
USGS,8066500,6/7/1945,2920
USGS,8066500,6/8/1945,2840
USGS,8066500,6/9/1945,3250
USGS,8066500,6/10/1945,3520
USGS,8066500,6/11/1945,3610
USGS,8066500,6/12/1945,3340
USGS,8066500,6/13/1945,3430
USGS,8066500,6/14/1945,4620
USGS,8066500,6/15/1945,4300
USGS,8066500,6/16/1945,5620
USGS,8066500,6/17/1945,8260
USGS,8066500,6/18/1945,10800
USGS,8066500,6/19/1945,12700
USGS,8066500,6/20/1945,14300
USGS,8066500,6/21/1945,15900
USGS,8066500,6/22/1945,17900
USGS,8066500,6/23/1945,19900
USGS,8066500,6/24/1945,21800
USGS,8066500,6/25/1945,23600
USGS,8066500,6/26/1945,24700
USGS,8066500,6/27/1945,25200
USGS,8066500,6/28/1945,25400
USGS,8066500,6/29/1945,25600
USGS,8066500,6/30/1945,25600
USGS,8066500,7/1/1945,24700
USGS,8066500,7/2/1945,21800
USGS,8066500,7/3/1945,14200
USGS,8066500,7/4/1945,7100
USGS,8066500,7/5/1945,4000
USGS,8066500,7/6/1945,3250
USGS,8066500,7/7/1945,2840
USGS,8066500,7/8/1945,2760
USGS,8066500,7/9/1945,2840
USGS,8066500,7/10/1945,3160
USGS,8066500,7/11/1945,4000
USGS,8066500,7/12/1945,6100
USGS,8066500,7/13/1945,9440
USGS,8066500,7/14/1945,12500
USGS,8066500,7/15/1945,18700
USGS,8066500,7/16/1945,21000
USGS,8066500,7/17/1945,20100
USGS,8066500,7/18/1945,19600
USGS,8066500,7/19/1945,19600
USGS,8066500,7/20/1945,19900
USGS,8066500,7/21/1945,20400
USGS,8066500,7/22/1945,21000
USGS,8066500,7/23/1945,21800
USGS,8066500,7/24/1945,22500
USGS,8066500,7/25/1945,22700
USGS,8066500,7/26/1945,22700
USGS,8066500,7/27/1945,22500
USGS,8066500,7/28/1945,21600
USGS,8066500,7/29/1945,19600
USGS,8066500,7/30/1945,14900
USGS,8066500,7/31/1945,8530
USGS,8066500,8/1/1945,4740
USGS,8066500,8/2/1945,3520
USGS,8066500,8/3/1945,3080
USGS,8066500,8/4/1945,2840
USGS,8066500,8/5/1945,2690
USGS,8066500,8/6/1945,2480
USGS,8066500,8/7/1945,2300
USGS,8066500,8/8/1945,2180
USGS,8066500,8/9/1945,2060
USGS,8066500,8/10/1945,1950
USGS,8066500,8/11/1945,1900
USGS,8066500,8/12/1945,1840
USGS,8066500,8/13/1945,1950
USGS,8066500,8/14/1945,2120
USGS,8066500,8/15/1945,2000
USGS,8066500,8/16/1945,1840
USGS,8066500,8/17/1945,1680
USGS,8066500,8/18/1945,1560
USGS,8066500,8/19/1945,1400
USGS,8066500,8/20/1945,1350
USGS,8066500,8/21/1945,1280
USGS,8066500,8/22/1945,1280
USGS,8066500,8/23/1945,1250
USGS,8066500,8/24/1945,1120
USGS,8066500,8/25/1945,1050
USGS,8066500,8/26/1945,1020
USGS,8066500,8/27/1945,1100
USGS,8066500,8/28/1945,1300
USGS,8066500,8/29/1945,1780
USGS,8066500,8/30/1945,4730
USGS,8066500,8/31/1945,20600
USGS,8066500,9/1/1945,26800
USGS,8066500,9/2/1945,22200
USGS,8066500,9/3/1945,12300
USGS,8066500,9/4/1945,5690
USGS,8066500,9/5/1945,4100
USGS,8066500,9/6/1945,3340
USGS,8066500,9/7/1945,2620
USGS,8066500,9/8/1945,2060
USGS,8066500,9/9/1945,1730
USGS,8066500,9/10/1945,1560
USGS,8066500,9/11/1945,1510
USGS,8066500,9/12/1945,1510
USGS,8066500,9/13/1945,1560
USGS,8066500,9/14/1945,1350
USGS,8066500,9/15/1945,1250
USGS,8066500,9/16/1945,1200
USGS,8066500,9/17/1945,1180
USGS,8066500,9/18/1945,1180
USGS,8066500,9/19/1945,1100
USGS,8066500,9/20/1945,1000
USGS,8066500,9/21/1945,925
USGS,8066500,9/22/1945,900
USGS,8066500,9/23/1945,878
USGS,8066500,9/24/1945,855
USGS,8066500,9/25/1945,832
USGS,8066500,9/26/1945,810
USGS,8066500,9/27/1945,788
USGS,8066500,9/28/1945,765
USGS,8066500,9/29/1945,765
USGS,8066500,9/30/1945,832
USGS,8066500,10/1/1945,1040
USGS,8066500,10/2/1945,1150
USGS,8066500,10/3/1945,1150
USGS,8066500,10/4/1945,1540
USGS,8066500,10/5/1945,2980
USGS,8066500,10/6/1945,4210
USGS,8066500,10/7/1945,4210
USGS,8066500,10/8/1945,4100
USGS,8066500,10/9/1945,5120
USGS,8066500,10/10/1945,8940
USGS,8066500,10/11/1945,12000
USGS,8066500,10/12/1945,13200
USGS,8066500,10/13/1945,13400
USGS,8066500,10/14/1945,13600
USGS,8066500,10/15/1945,14300
USGS,8066500,10/16/1945,15000
USGS,8066500,10/17/1945,15600
USGS,8066500,10/18/1945,15700
USGS,8066500,10/19/1945,15200
USGS,8066500,10/20/1945,14100
USGS,8066500,10/21/1945,12200
USGS,8066500,10/22/1945,10700
USGS,8066500,10/23/1945,9520
USGS,8066500,10/24/1945,8150
USGS,8066500,10/25/1945,7700
USGS,8066500,10/26/1945,7700
USGS,8066500,10/27/1945,7000
USGS,8066500,10/28/1945,6300
USGS,8066500,10/29/1945,5240
USGS,8066500,10/30/1945,4210
USGS,8066500,10/31/1945,3580
USGS,8066500,11/1/1945,3320
USGS,8066500,11/2/1945,3240
USGS,8066500,11/3/1945,3160
USGS,8066500,11/4/1945,3080
USGS,8066500,11/5/1945,2920
USGS,8066500,11/6/1945,2840
USGS,8066500,11/7/1945,2680
USGS,8066500,11/8/1945,2520
USGS,8066500,11/9/1945,2380
USGS,8066500,11/10/1945,2380
USGS,8066500,11/11/1945,2600
USGS,8066500,11/12/1945,3000
USGS,8066500,11/13/1945,3080
USGS,8066500,11/14/1945,3320
USGS,8066500,11/15/1945,3990
USGS,8066500,11/16/1945,5780
USGS,8066500,11/17/1945,7000
USGS,8066500,11/18/1945,7280
USGS,8066500,11/19/1945,6440
USGS,8066500,11/20/1945,5120
USGS,8066500,11/21/1945,3990
USGS,8066500,11/22/1945,3400
USGS,8066500,11/23/1945,3000
USGS,8066500,11/24/1945,2680
USGS,8066500,11/25/1945,2380
USGS,8066500,11/26/1945,2150
USGS,8066500,11/27/1945,2150
USGS,8066500,11/28/1945,2080
USGS,8066500,11/29/1945,1940
USGS,8066500,11/30/1945,1870
USGS,8066500,12/1/1945,1870
USGS,8066500,12/2/1945,2090
USGS,8066500,12/3/1945,4960
USGS,8066500,12/4/1945,6300
USGS,8066500,12/5/1945,8000
USGS,8066500,12/6/1945,11000
USGS,8066500,12/7/1945,13200
USGS,8066500,12/8/1945,14100
USGS,8066500,12/9/1945,13800
USGS,8066500,12/10/1945,12200
USGS,8066500,12/11/1945,9520
USGS,8066500,12/12/1945,7000
USGS,8066500,12/13/1945,5120
USGS,8066500,12/14/1945,4100
USGS,8066500,12/15/1945,3580
USGS,8066500,12/16/1945,3240
USGS,8066500,12/17/1945,3080
USGS,8066500,12/18/1945,2920
USGS,8066500,12/19/1945,2680
USGS,8066500,12/20/1945,2520
USGS,8066500,12/21/1945,2450
USGS,8066500,12/22/1945,2450
USGS,8066500,12/23/1945,4060
USGS,8066500,12/24/1945,4550
USGS,8066500,12/25/1945,3320
USGS,8066500,12/26/1945,2920
USGS,8066500,12/27/1945,2760
USGS,8066500,12/28/1945,2520
USGS,8066500,12/29/1945,2380
USGS,8066500,12/30/1945,2220
USGS,8066500,12/31/1945,2150
USGS,8066500,1/1/1946,2080
USGS,8066500,1/2/1946,2010
USGS,8066500,1/3/1946,2010
USGS,8066500,1/4/1946,2010
USGS,8066500,1/5/1946,7500
USGS,8066500,1/6/1946,16600
USGS,8066500,1/7/1946,11000
USGS,8066500,1/8/1946,9520
USGS,8066500,1/9/1946,13800
USGS,8066500,1/10/1946,12000
USGS,8066500,1/11/1946,10800
USGS,8066500,1/12/1946,12000
USGS,8066500,1/13/1946,13900
USGS,8066500,1/14/1946,15600
USGS,8066500,1/15/1946,20600
USGS,8066500,1/16/1946,30000
USGS,8066500,1/17/1946,32600
USGS,8066500,1/18/1946,31500
USGS,8066500,1/19/1946,28600
USGS,8066500,1/20/1946,25000
USGS,8066500,1/21/1946,21500
USGS,8066500,1/22/1946,19200
USGS,8066500,1/23/1946,17500
USGS,8066500,1/24/1946,15200
USGS,8066500,1/25/1946,12200
USGS,8066500,1/26/1946,9200
USGS,8066500,1/27/1946,7420
USGS,8066500,1/28/1946,6720
USGS,8066500,1/29/1946,6300
USGS,8066500,1/30/1946,6300
USGS,8066500,1/31/1946,6300
USGS,8066500,2/1/1946,6580
USGS,8066500,2/2/1946,6860
USGS,8066500,2/3/1946,6860
USGS,8066500,2/4/1946,7420
USGS,8066500,2/5/1946,7850
USGS,8066500,2/6/1946,9200
USGS,8066500,2/7/1946,11500
USGS,8066500,2/8/1946,12000
USGS,8066500,2/9/1946,27400
USGS,8066500,2/10/1946,43200
USGS,8066500,2/11/1946,48800
USGS,8066500,2/12/1946,46100
USGS,8066500,2/13/1946,39800
USGS,8066500,2/14/1946,34800
USGS,8066500,2/15/1946,30000
USGS,8066500,2/16/1946,26200
USGS,8066500,2/17/1946,24400
USGS,8066500,2/18/1946,25200
USGS,8066500,2/19/1946,32300
USGS,8066500,2/20/1946,33800
USGS,8066500,2/21/1946,31500
USGS,8066500,2/22/1946,28400
USGS,8066500,2/23/1946,24400
USGS,8066500,2/24/1946,20800
USGS,8066500,2/25/1946,19000
USGS,8066500,2/26/1946,18400
USGS,8066500,2/27/1946,19500
USGS,8066500,2/28/1946,20200
USGS,8066500,3/1/1946,21900
USGS,8066500,3/2/1946,23000
USGS,8066500,3/3/1946,23400
USGS,8066500,3/4/1946,22600
USGS,8066500,3/5/1946,21700
USGS,8066500,3/6/1946,20600
USGS,8066500,3/7/1946,20200
USGS,8066500,3/8/1946,22600
USGS,8066500,3/9/1946,25000
USGS,8066500,3/10/1946,23900
USGS,8066500,3/11/1946,17300
USGS,8066500,3/12/1946,11900
USGS,8066500,3/13/1946,16300
USGS,8066500,3/14/1946,32300
USGS,8066500,3/15/1946,38300
USGS,8066500,3/16/1946,39000
USGS,8066500,3/17/1946,34400
USGS,8066500,3/18/1946,26800
USGS,8066500,3/19/1946,20600
USGS,8066500,3/20/1946,16500
USGS,8066500,3/21/1946,14500
USGS,8066500,3/22/1946,12600
USGS,8066500,3/23/1946,10000
USGS,8066500,3/24/1946,7420
USGS,8066500,3/25/1946,5890
USGS,8066500,3/26/1946,14600
USGS,8066500,3/27/1946,20600
USGS,8066500,3/28/1946,21000
USGS,8066500,3/29/1946,20400
USGS,8066500,3/30/1946,20100
USGS,8066500,3/31/1946,18800
USGS,8066500,4/1/1946,17700
USGS,8066500,4/2/1946,16800
USGS,8066500,4/3/1946,15600
USGS,8066500,4/4/1946,13100
USGS,8066500,4/5/1946,10500
USGS,8066500,4/6/1946,8450
USGS,8066500,4/7/1946,7420
USGS,8066500,4/8/1946,7280
USGS,8066500,4/9/1946,6860
USGS,8066500,4/10/1946,5890
USGS,8066500,4/11/1946,4880
USGS,8066500,4/12/1946,4210
USGS,8066500,4/13/1946,3780
USGS,8066500,4/14/1946,3490
USGS,8066500,4/15/1946,3490
USGS,8066500,4/16/1946,3580
USGS,8066500,4/17/1946,3880
USGS,8066500,4/18/1946,3580
USGS,8066500,4/19/1946,3490
USGS,8066500,4/20/1946,3400
USGS,8066500,4/21/1946,3400
USGS,8066500,4/22/1946,3320
USGS,8066500,4/23/1946,3490
USGS,8066500,4/24/1946,3990
USGS,8066500,4/25/1946,4100
USGS,8066500,4/26/1946,4100
USGS,8066500,4/27/1946,4650
USGS,8066500,4/28/1946,5630
USGS,8066500,4/29/1946,6300
USGS,8066500,4/30/1946,6860
USGS,8066500,5/1/1946,7700
USGS,8066500,5/2/1946,8450
USGS,8066500,5/3/1946,9360
USGS,8066500,5/4/1946,10500
USGS,8066500,5/5/1946,11200
USGS,8066500,5/6/1946,11700
USGS,8066500,5/7/1946,13100
USGS,8066500,5/8/1946,18300
USGS,8066500,5/9/1946,16300
USGS,8066500,5/10/1946,11700
USGS,8066500,5/11/1946,8750
USGS,8066500,5/12/1946,8300
USGS,8066500,5/13/1946,12800
USGS,8066500,5/14/1946,30400
USGS,8066500,5/15/1946,38700
USGS,8066500,5/16/1946,46100
USGS,8066500,5/17/1946,46600
USGS,8066500,5/18/1946,44600
USGS,8066500,5/19/1946,40600
USGS,8066500,5/20/1946,36100
USGS,8066500,5/21/1946,31500
USGS,8066500,5/22/1946,28600
USGS,8066500,5/23/1946,27500
USGS,8066500,5/24/1946,26400
USGS,8066500,5/25/1946,25200
USGS,8066500,5/26/1946,24600
USGS,8066500,5/27/1946,23600
USGS,8066500,5/28/1946,21300
USGS,8066500,5/29/1946,18100
USGS,8066500,5/30/1946,15900
USGS,8066500,5/31/1946,15600
USGS,8066500,6/1/1946,25400
USGS,8066500,6/2/1946,35800
USGS,8066500,6/3/1946,35400
USGS,8066500,6/4/1946,33500
USGS,8066500,6/5/1946,29800
USGS,8066500,6/6/1946,25200
USGS,8066500,6/7/1946,21700
USGS,8066500,6/8/1946,21500
USGS,8066500,6/9/1946,24800
USGS,8066500,6/10/1946,26000
USGS,8066500,6/11/1946,26200
USGS,8066500,6/12/1946,27100
USGS,8066500,6/13/1946,28200
USGS,8066500,6/14/1946,29300
USGS,8066500,6/15/1946,30000
USGS,8066500,6/16/1946,31500
USGS,8066500,6/17/1946,33200
USGS,8066500,6/18/1946,34400
USGS,8066500,6/19/1946,35800
USGS,8066500,6/20/1946,37200
USGS,8066500,6/21/1946,38300
USGS,8066500,6/22/1946,39400
USGS,8066500,6/23/1946,40600
USGS,8066500,6/24/1946,39400
USGS,8066500,6/25/1946,36100
USGS,8066500,6/26/1946,29100
USGS,8066500,6/27/1946,19000
USGS,8066500,6/28/1946,11700
USGS,8066500,6/29/1946,7700
USGS,8066500,6/30/1946,5890
USGS,8066500,7/1/1946,4880
USGS,8066500,7/2/1946,9370
USGS,8066500,7/3/1946,17700
USGS,8066500,7/4/1946,15000
USGS,8066500,7/5/1946,8000
USGS,8066500,7/6/1946,4760
USGS,8066500,7/7/1946,3490
USGS,8066500,7/8/1946,3000
USGS,8066500,7/9/1946,2520
USGS,8066500,7/10/1946,2300
USGS,8066500,7/11/1946,2080
USGS,8066500,7/12/1946,1870
USGS,8066500,7/13/1946,1670
USGS,8066500,7/14/1946,1640
USGS,8066500,7/15/1946,1600
USGS,8066500,7/16/1946,1510
USGS,8066500,7/17/1946,1440
USGS,8066500,7/18/1946,1440
USGS,8066500,7/19/1946,1350
USGS,8066500,7/20/1946,1320
USGS,8066500,7/21/1946,1380
USGS,8066500,7/22/1946,1410
USGS,8066500,7/23/1946,1670
USGS,8066500,7/24/1946,1740
USGS,8066500,7/25/1946,1600
USGS,8066500,7/26/1946,1440
USGS,8066500,7/27/1946,1290
USGS,8066500,7/28/1946,1180
USGS,8066500,7/29/1946,1180
USGS,8066500,7/30/1946,1180
